complessivo;padre;elemento;catagoria;desc_1;desc_2;desc_3;qty_db;qty;um;sfrido;lev;cod_cli_complessivo;cod_cli_padre;cod_cli_elemento;CFGLIN_0;STATISTICO 1;STATISTICO 2;11111111111111111;Non assegnata;Lunghezza1      DY1 (mm);Lunghezza2      DY2 (mm);Larghezza1       DX1 (mm);Larghezza2       DX2 (mm);Altezza1         DZ1 (mm);Altezza2         DZ2 (mm);Diametro           Ø (mm);Diametro max  Ø (mm);Diametro min   Ø (mm) ;Spessore1       THK1 (mm);Spessore2       THK2 (mm);Percentuale fori  FOR (%);Percentuale mandorle;Formato;Superficie (mq);Sezione
"M00008365";"M00007418";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"4";"PZ";0;2;"5803200772";"5802432283";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007418";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"4";"PZ";0;2;"5803244642";"5802432283";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008892";"M00007418";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"4";"PZ";0;2;"5803203791";"5802432283";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803201952";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803244642";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008892";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803203791";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803203790";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803244643";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00007418";"M00007419";"SLL01";"PROFILE";" ";" ";"2";"8";"PZ";0;2;"5803200772";"5802432283";"5801948902";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007422";"M00000820";"MNR01";"dado quadro ";"con centraggio";"M8";"1";"2";"PZ";0;2;"5803203790";"504154586";"PC-DD09-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007422";"M00007423";"SLL01";"support";" ";" ";"1";"2";"PZ";0;2;"5803203790";"504154586";"504154585";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007422";"M00007424";"SLL01";"nut cage";"con centraggio";"M8";"1";"2";"PZ";0;2;"5803203790";"504154586";"9066812-5006243648";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007426";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"5,3";"5,3";"KG";30;2;"5803244642";"5802469097";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007426";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"5,3";"5,3";"KG";30;2;"5803244643";"5802469097";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007426";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"5,3";"5,3";"KG";30;2;"5803244642";"5802469097";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008893";"M00007426";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"5,3";"5,3";"KG";30;2;"5803244643";"5802469097";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008334";"M00007427";"M00007387";"MPL01";"lamiere in acciaio zincato";"lega H340 ";"3000x1500 sp. 12/10";"2,63";"2,63";"KG";30;2;"5803244642";"5802469112";"MM-LZ16-0002";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007427";"M00008228";"MPL01";"lamiere in acciaio zincato";"lega HX340LAD";"3000 x 1500 sp.12/10";"2,63";"2,63";"KG";30;2;"5803244642";"5802469112";"MM-LZ19-0001";"LAMPI";"Acciaio zincato";"Lega HSLA 340+ZF110A";0;" ";3000;0;1500;0;0;0;0;0;0;3;0;0;0;" ";0;0
"M00008334";"M00007436";"M00007431";"SLL01";"support";" ";" ";"7";"14";"PZ";0;2;"5803244642";"5801946305";"5801476556";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007436";"M00007437";"SLL01";"profile";" ";" ";"2";"4";"PZ";0;2;"5803244642";"5801946305";"5801946306";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007449";"M00007450";"SLL01";"lamiera a C centrale roof";" ";" ";"2";"6";"PZ";0;2;"5803244642";"5802307731";"5802081300";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007449";"M00007451";"SLL01";"profile";" ";" ";"2";"6";"PZ";0;2;"5803244642";"5802307731";"5802175039";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007449";"M00007452";"SLL01";"profile";" ";" ";"1";"3";"PZ";0;2;"5803244642";"5802307731";"5802175040";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007450";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,67";"1,34";"KG";30;2;"5803244643";"5802081300";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008334";"M00007453";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,57";"0,57";"KG";30;2;"5803244642";"5802081302";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008334";"M00007454";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,57";"0,57";"KG";30;2;"5803244642";"5802081303";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007455";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"0,802";"1,604";"MT";5;2;"5803244643";"5802038098";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008334";"M00007455";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"0,802";"1,604";"MT";5;2;"5803244642";"5802038098";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008334";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803244642";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008365";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803200772";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008796";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803203790";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008892";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803203791";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008889";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803201952";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008893";"M00007456";"M00000021";"MPL01";"rettang. acciaio al carbonio";"lega E320 + CR2";"mm 40 x 40 sp 20/10";"0,192";"0,384";"MT";5;2;"5803244643";"5801901829";"MM-RF02-0011";"TBSTQ";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;0;0;0;0;0;2;0;0;0;0;0;0
"M00008334";"M00007457";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"0,35";"0,7";"MT";5;2;"5803244642";"5801901828";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008893";"M00007457";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"0,35";"0,7";"MT";5;2;"5803244643";"5801901828";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008796";"M00007458";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,06";"0,12";"KG";30;2;"5803203790";"504226933";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008892";"M00007458";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,06";"0,12";"KG";30;2;"5803203791";"504226933";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008889";"M00007458";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,06";"0,36";"KG";30;2;"5803201952";"504226933";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008365";"M00007458";"M00000432";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 20/10";"0,06";"0,36";"KG";30;2;"5803200772";"504226933";"MM-LZ04-0003";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008796";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803203790";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008334";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803244642";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008892";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803203791";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008365";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803200772";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008889";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803201952";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008893";"M00007460";"M00000426";"MPL01";"lamiere in acciaio zincato";"lega DC01 + ZF110RB";"spessore 20/10";"0,079";"0,474";"KG";30;2;"5803244643";"5801502336";"MM-LZ03-0003";"LAMPI";"Acciaio zincato";"Lega DC01 + ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;2;0;0;0;" ";0;0
"M00008365";"M00007463";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,53";"1,59";"KG";30;2;"5803200772";"5802017673";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008889";"M00007463";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,53";"1,59";"KG";30;2;"5803201952";"5802017673";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008334";"M00007463";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,53";"1,59";"KG";30;2;"5803244642";"5802017673";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008892";"M00007463";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,53";"1,59";"KG";30;2;"5803203791";"5802017673";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008796";"M00007463";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,53";"1,59";"KG";30;2;"5803203790";"5802017673";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007464";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,59";"3,54";"KG";30;2;"5803244643";"5802017672";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008334";"M00007464";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,59";"5,31";"KG";30;2;"5803244642";"5802017672";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008334";"M00007465";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,41";"1,23";"KG";30;2;"5803244642";"5802017674";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008893";"M00007465";"M00000431";"MPL01";"lamiere in acciaio zincato";"lega H320LAD+ZF110RB";"spessore 15/10";"0,41";"2,46";"KG";30;2;"5803244643";"5802017674";"MM-LZ04-0002";"LAMPI";"Acciaio zincato";"Lega H320LAD+ZF110RB";0;" ";3000;0;1500;0;0;0;0;0;0;1.5;0;0;0;" ";0;0
"M00008892";"M00007466";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803203791";"5801913747";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007466";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803203790";"5801913747";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007466";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"2";"PZ";0;2;"5803244642";"5801913747";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00007466";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803201952";"5801913747";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00007466";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803200772";"5801913747";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007466";"M00007467";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5801913747";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007466";"M00007467";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803203790";"5801913747";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00007466";"M00007467";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803201952";"5801913747";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008892";"M00007466";"M00007467";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803203791";"5801913747";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00007466";"M00007467";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803200772";"5801913747";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00007466";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803200772";"5801913747";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00007466";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803203790";"5801913747";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008889";"M00007466";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803201952";"5801913747";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007466";"M00007468";"CPL01";"boccola";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5801913747";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008892";"M00007466";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803203791";"5801913747";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007469";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"2";"PZ";0;2;"5803244642";"5802432284";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007469";"M00007467";"SLL01";"profile";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802432284";"5801936302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007469";"M00007468";"CPL01";"boccola";" ";" ";"2";"2";"PZ";0;2;"5803244642";"5802432284";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007469";"M00007470";"SLL01";"holder";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802432284";"5802217432";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007471";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803244643";"5801913745";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007471";"M00007343";"MNR01";"perno testa esagonale zincato ";"bianco M12x30";" ";"2";"4";"PZ";0;2;"5803244642";"5801913745";"PC-PR02-0029";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007471";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803244643";"5801913745";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007471";"M00007468";"CPL01";"boccola";" ";" ";"2";"4";"PZ";0;2;"5803244642";"5801913745";"5801940750";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007471";"M00007472";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803244642";"5801913745";"5801936289";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007471";"M00007472";"SLL01";"profile";" ";" ";"1";"2";"PZ";0;2;"5803244643";"5801913745";"5801936289";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007473";"M00000296";"MPL01";"rettangolari acciaio zincato";"lega E320 + CR2";"mm 60 x 40 sp 20/10";"0,725";"3,625";"MT";5;2;"5803244642";"5801944869";"MM-RZ02-0015";"TBSTR";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;60;0;0;0;0;2;0;0;0;0;0;0
"M00008893";"M00007473";"M00000296";"MPL01";"rettangolari acciaio zincato";"lega E320 + CR2";"mm 60 x 40 sp 20/10";"0,725";"2,9";"MT";5;2;"5803244643";"5801944869";"MM-RZ02-0015";"TBSTR";"Acciaio al carbonio";"Lega E320 + CR2";0;" ";6000;0;40;0;60;0;0;0;0;2;0;0;0;0;0;0
"M00008334";"M00007474";"M00007470";"SLL01";"holder";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802432285";"5802217432";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007474";"M00007473";"SLL01";"profilato centrale";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802432285";"5801944869";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007475";"M00000034";"MPL01";"rettangolari acciaio zincato";"lega E320 CR2 GZF 110 RA";"mm 40 x 20 sp 20/10";"3,63";"7,26";"MT";5;2;"5803244642";"5802038099";"MM-RZ02-0004";"TBSTR";"Acciaio zincato";"Lega E320 CR2 GZF 110 RA";0;" ";6000;0;20;0;40;0;0;0;0;2;0;0;0;0;0;0
"M00008334";"M00007476";"M00007477";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809708";"5802809709";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007476";"M00007478";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809708";"5801913771";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007479";"M00007480";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809712";"5802809714";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007479";"M00007480";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802809712";"5802809714";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007479";"M00007481";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809712";"5802212041";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007479";"M00007481";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802809712";"5802212041";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007479";"M00007482";"SLL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802809712";"5802227458";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007479";"M00007482";"SLL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809712";"5802227458";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007483";"M00007481";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809706";"5802212041";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00007483";"M00007484";"SLL01";"sheet metal";" ";" ";"1";"1";"PZ";0;2;"5803244642";"5802809706";"5802809707";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008893";"M00007485";"M00007478";"CPL01";"PIPE";" ";" ";"1";"1";"PZ";0;2;"5803244643";"5802809710";"5801913771";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
