complessivo;padre;elemento;catagoria;desc_1;desc_2;desc_3;qty_db;qty;um;sfrido;lev;cod_cli_complessivo;cod_cli_padre;cod_cli_elemento;CFGLIN_0;STATISTICO 1;STATISTICO 2;11111111111111111;Non assegnata;Lunghezza1      DY1 (mm);Lunghezza2      DY2 (mm);Larghezza1       DX1 (mm);Larghezza2       DX2 (mm);Altezza1         DZ1 (mm);Altezza2         DZ2 (mm);Diametro           Ø (mm);Diametro max  Ø (mm);Diametro min   Ø (mm) ;Spessore1       THK1 (mm);Spessore2       THK2 (mm);Percentuale fori  FOR (%);Percentuale mandorle;Formato;Superficie (mq);Sezione
"M00008334";"M00008334";"M00002885";"MNR01";"rivetti 4,8 x 12";"testa larga";" ";"40";"40";"PZ";0;1;"5803244642";"5803244642";"PC-RV02-0014";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00006919";"MCO01";"strisce isolanti ";"L2761 500 x 10 x 1,25 mm";" ";"60";"60";"UN";0;1;"5803244642";"5803244642";"5006062789";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007413";"SLL01";"traversa posteriore";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802808828";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007417";"CPL01";"omega";" ";" ";"26";"26";"PZ";0;1;"5803244642";"5803244642";"5010350035";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007418";"SLL01";"corna";" ";" ";"4";"4";"PZ";0;1;"5803244642";"5803244642";"5802432283";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007426";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802469097";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007427";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802469112";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007436";"SLL01";"correntini";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5801946305";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007444";"CPL01";"\"p\" profile";" ";" ";"2";"2";"UN";0;1;"5803244642";"5803244642";"5802428378";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007445";"CPL01";"\"p\" profile";" ";" ";"2";"2";"UN";0;1;"5803244642";"5803244642";"5802428377";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007449";"SLL01";"cancelletti";" ";" ";"3";"3";"PZ";0;1;"5803244642";"5803244642";"5802307731";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007453";"SLL01";"lamiera a C laterale superiore";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802081302";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007454";"SLL01";"lamiera a C laterale superiore";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802081303";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007455";"SLL01";"profilato laterale";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5802038098";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007456";"SLL01";"profilato obliquo";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5801901829";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007457";"SLL01";"profilato obliquo superiore";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5801901828";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007460";"SLL01";"lamiera a C roof";" ";" ";"6";"6";"PZ";0;1;"5803244642";"5803244642";"5801502336";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007463";"SLL01";"lamiera a C centrale roof";" ";" ";"3";"3";"PZ";0;1;"5803244642";"5803244642";"5802017673";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007464";"SLL01";"lamiera a C centrale";" ";" ";"9";"9";"PZ";0;1;"5803244642";"5803244642";"5802017672";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007465";"SLL01";"lamiera a C centrale";" ";" ";"3";"3";"PZ";0;1;"5803244642";"5803244642";"5802017674";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007466";"SLL01";"tubolari con boccole";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5801913747";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007469";"SLL01";"tubolari con boccole";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802432284";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007471";"SLL01";"tubolari con boccole";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5801913745";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007473";"SLL01";"profilato centrale";" ";" ";"5";"5";"PZ";0;1;"5803244642";"5803244642";"5801944869";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007474";"SLL01";"profilato laterale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802432285";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007475";"SLL01";"profilato laterale";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5802038099";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007476";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809708";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007479";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809712";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007483";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809706";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007485";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809710";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007488";"SLL01";"profilato obliquo";" ";" ";"8";"8";"PZ";0;1;"5803244642";"5803244642";"5801939079";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007496";"SLL01";"pareti";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802175009";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007498";"SLL01";"longherone";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5802478492";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007509";"MNR01";"rivetti a strappo 4,8x12";" ";" ";"40";"40";"PZ";0;1;"5803244642";"5803244642";"21147022";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007616";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809566";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007617";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802809567";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00007618";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5802451915";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008234";"SLL01";"profilato curvato frontale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803279875";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008335";"SLL01";"traversa frontale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803221592";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008343";"SLL01";"traversa";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803226570";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008345";"SLL01";"traversa base frontale";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803212111";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008347";"SLL01";"correntini";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5803248537";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008349";"SLL01";"traversa";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803250374";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008351";"SLL01";"parete";" ";" ";"1";"1";"PZ";0;1;"5803244642";"5803244642";"5803250328";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008352";"CPL01";"\"p\" profile";" ";" ";"2";"2";"PZ";0;1;"5803244642";"5803244642";"5803189880";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008334";"M00008334";"M00008353";"SLL01";"lamiera a C frontale";" ";" ";"7";"7";"PZ";0;1;"5803244642";"5803244642";"5802955908";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00001959";"SLL01";"lamiera a S roof";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803200791";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00002885";"MNR01";"rivetti 4,8 x 12";"testa larga";" ";"40";"40";"PZ";0;1;"5803200772";"5803200772";"PC-RV02-0014";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00002977";"SLL01";"lamiera a S roof";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803200792";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00003371";"SLL01";"lamiera schiacciata";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803200793";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00003372";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803200785";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00004239";"SLL01";"lamiera a C centrale frontale";" ";" ";"7";"7";"NR";0;1;"5803200772";"5803200772";"5803185171";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00006919";"MCO01";"strisce isolanti ";"L2761 500 x 10 x 1,25 mm";" ";"60";"60";"UN";0;1;"5803200772";"5803200772";"5006062789";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007417";"CPL01";"omega";" ";" ";"34";"34";"PZ";0;1;"5803200772";"5803200772";"5010350035";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007418";"SLL01";"corna";" ";" ";"4";"4";"PZ";0;1;"5803200772";"5803200772";"5802432283";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007456";"SLL01";"profilato obliquo";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5801901829";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007458";"SLL01";"lamiera laterale";" ";" ";"6";"6";"PZ";0;1;"5803200772";"5803200772";"504226933";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007460";"SLL01";"lamiera a C roof";" ";" ";"6";"6";"PZ";0;1;"5803200772";"5803200772";"5801502336";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007463";"SLL01";"lamiera a C centrale roof";" ";" ";"3";"3";"PZ";0;1;"5803200772";"5803200772";"5802017673";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007466";"SLL01";"tubolari con boccole";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5801913747";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007488";"SLL01";"profilato obliquo";" ";" ";"8";"8";"PZ";0;1;"5803200772";"5803200772";"5801939079";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007489";"SLL01";"pareti";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5801913779";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007502";"SLL01";"lamiera con dadi verticale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802467635";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007504";"SLL01";"lamiera con dadi verticale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802469154";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007509";"MNR01";"rivetti a strappo 4,8x12";" ";" ";"40";"40";"PZ";0;1;"5803200772";"5803200772";"21147022";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007515";"SLL01";"traversa";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802731951";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007517";"SLL01";"traversa";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802763389";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007518";"SLL01";"traversa posteriore";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802763470";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007519";"SLL01";"base anteriore";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802564927";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007520";"CPL01";"\"p\" profile";"\"p\" profile";" ";"2";"2";"UN";0;1;"5803200772";"5803200772";"5802360246";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007527";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802387375";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007530";"SLL01";"cancelletti";" ";" ";"3";"3";"PZ";0;1;"5803200772";"5803200772";"5802353049";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007532";"SLL01";"lamiera a C laterale roof";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802353063";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007533";"SLL01";"lamiera a C laterale roof";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802353064";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007534";"SLL01";"profilato laterale";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802353062";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007535";"SLL01";"profilato obliquo superiore";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802387362";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007537";"SLL01";"lamiera a C centrale roof";" ";" ";"6";"6";"PZ";0;1;"5803200772";"5803200772";"5802353069";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007538";"SLL01";"lamiera a C centrale roof";" ";" ";"3";"3";"PZ";0;1;"5803200772";"5803200772";"5802353068";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007539";"SLL01";"lamiera a C centrale roof";" ";" ";"3";"3";"PZ";0;1;"5803200772";"5803200772";"5802353070";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007540";"SLL01";"tubolari con boccole";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802353050";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007542";"SLL01";"profilato centrale";" ";" ";"4";"4";"PZ";0;1;"5803200772";"5803200772";"5802353067";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007543";"SLL01";"profilato centrale";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802353066";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007544";"SLL01";"profilato laterale";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802375952";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007545";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802360222";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007547";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802360223";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007549";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802360224";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007551";"SLL01";"vasche";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802360225";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007553";"SLL01";"pareti";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802360226";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007567";"SLL01";"lamiera a omega";" ";" ";"4";"4";"PZ";0;1;"5803200772";"5803200772";"5802387371";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007569";"SLL01";"profilato verticale posteriore";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802375989";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007581";"SLL01";"lamiera a U";" ";" ";"8";"8";"PZ";0;1;"5803200772";"5803200772";"5801208173";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007609";"SLL01";"longherone";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802506084";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007610";"SLL01";"longherone";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802506085";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007618";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802451915";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007631";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802451912";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007632";"SLL01";"pannello alluminio";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802451914";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00007773";"CPL01";"\"p\" profile";" ";" ";"2";"2";"UN";0;1;"5803200772";"5803200772";"5802564458";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00008010";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5802493347";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00008352";"CPL01";"\"p\" profile";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5803189880";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00008444";"SLL01";"traversa frontale";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803185106";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00008494";"SLL01";"lamiera schiacciata";" ";" ";"1";"1";"PZ";0;1;"5803200772";"5803200772";"5803200790";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008365";"M00008365";"M00008554";"SLL01";"lamiera laterale superiore";" ";" ";"2";"2";"PZ";0;1;"5803200772";"5803200772";"5802387377";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00001959";"SLL01";"lamiera a S roof";" ";" ";"1";"1";"PZ";0;1;"5803203790";"5803203790";"5803200791";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00002885";"MNR01";"rivetti 4,8 x 12";"testa larga";" ";"40";"40";"PZ";0;1;"5803203790";"5803203790";"PC-RV02-0014";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00002977";"SLL01";"lamiera a S roof";" ";" ";"1";"1";"PZ";0;1;"5803203790";"5803203790";"5803200792";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00003371";"SLL01";"lamiera schiacciata";" ";" ";"1";"1";"PZ";0;1;"5803203790";"5803203790";"5803200793";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00003372";"SLL01";"lamiera centrale";" ";" ";"1";"1";"PZ";0;1;"5803203790";"5803203790";"5803200785";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00004063";"SLL01";"assieme saldato roof";" ";" ";"1";"1";"NR";0;1;"5803203790";"5803203790";"5803199139";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00004239";"SLL01";"lamiera a C centrale frontale";" ";" ";"7";"7";"NR";0;1;"5803203790";"5803203790";"5803185171";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00005031";"SLL01";"base posteriore";" ";" ";"1";"1";"PZ";0;1;"5803203790";"5803203790";"5801945841";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00006919";"MCO01";"strisce isolanti ";"L2761 500 x 10 x 1,25 mm";" ";"60";"60";"UN";0;1;"5803203790";"5803203790";"5006062789";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00007417";"CPL01";"omega";" ";" ";"34";"34";"PZ";0;1;"5803203790";"5803203790";"5010350035";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00007418";"SLL01";"corna";" ";" ";"4";"4";"PZ";0;1;"5803203790";"5803203790";"5802432283";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00007422";"SLL01";"support";" ";" ";"2";"2";"PZ";0;1;"5803203790";"5803203790";"504154586";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00007456";"SLL01";"profilato obliquo";" ";" ";"2";"2";"PZ";0;1;"5803203790";"5803203790";"5801901829";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"M00008796";"M00008796";"M00007458";"SLL01";"lamiera laterale";" ";" ";"2";"2";"PZ";0;1;"5803203790";"5803203790";"504226933";" ";"";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
